Datum;BundeslandID;Bevölkerung;Name;GemeldeteImpfungenLaender;GemeldeteImpfungenLaenderPro100
2021-02-09T23:59:59+01:00;1;294436;Burgenland;6169;02.Okt
2021-02-09T23:59:59+01:00;2;561293;Kärnten;24471;Apr.36
2021-02-09T23:59:59+01:00;3;1684287;Niederösterreich;61104;Mär.63
2021-02-09T23:59:59+01:00;4;1490279;Oberösterreich;46267;03.Okt
2021-02-09T23:59:59+01:00;5;558410;Salzburg;17184;03.Aug
2021-02-09T23:59:59+01:00;6;1246395;Steiermark;49254;Mär.95
2021-02-09T23:59:59+01:00;7;757634;Tirol;23729;Mär.13
2021-02-09T23:59:59+01:00;8;397139;Vorarlberg;13962;Mär.52
2021-02-09T23:59:59+01:00;9;1911191;Wien;69081;Mär.61
2021-02-09T23:59:59+01:00;10;8901064;Österreich;311221;Mär.50
2021-02-10T23:59:59+01:00;1;294436;Burgenland;6170;02.Okt
2021-02-10T23:59:59+01:00;2;561293;Kärnten;25819;Apr.60
2021-02-10T23:59:59+01:00;3;1684287;Niederösterreich;64584;Mär.83
2021-02-10T23:59:59+01:00;4;1490279;Oberösterreich;46488;03.Dez
2021-02-10T23:59:59+01:00;5;558410;Salzburg;18499;Mär.31
2021-02-10T23:59:59+01:00;6;1246395;Steiermark;55812;Apr.48
2021-02-10T23:59:59+01:00;7;757634;Tirol;25113;Mär.31
2021-02-10T23:59:59+01:00;8;397139;Vorarlberg;13962;Mär.52
2021-02-10T23:59:59+01:00;9;1911191;Wien;73434;Mär.84
2021-02-10T23:59:59+01:00;10;8901064;Österreich;329881;Mär.71
2021-02-11T23:59:59+01:00;1;294436;Burgenland;6188;02.Okt
2021-02-11T23:59:59+01:00;2;561293;Kärnten;25819;Apr.60
2021-02-11T23:59:59+01:00;3;1684287;Niederösterreich;67080;Mär.98
2021-02-11T23:59:59+01:00;4;1490279;Oberösterreich;46507;03.Dez
2021-02-11T23:59:59+01:00;5;558410;Salzburg;19585;Mär.51
2021-02-11T23:59:59+01:00;6;1246395;Steiermark;58682;Apr.71
2021-02-11T23:59:59+01:00;7;757634;Tirol;26488;Mär.50
2021-02-11T23:59:59+01:00;8;397139;Vorarlberg;13997;Mär.52
2021-02-11T23:59:59+01:00;9;1911191;Wien;78723;04.Dez
2021-02-11T23:59:59+01:00;10;8901064;Österreich;343069;Mär.85
2021-02-12T23:59:59+01:00;1;294436;Burgenland;6201;02.Nov
2021-02-12T23:59:59+01:00;2;561293;Kärnten;27940;Apr.98
2021-02-12T23:59:59+01:00;3;1684287;Niederösterreich;68184;04.Mai
2021-02-12T23:59:59+01:00;4;1490279;Oberösterreich;46877;Mär.15
2021-02-12T23:59:59+01:00;5;558410;Salzburg;24119;Apr.32
2021-02-12T23:59:59+01:00;6;1246395;Steiermark;66636;Mai.35
2021-02-12T23:59:59+01:00;7;757634;Tirol;27752;Mär.66
2021-02-12T23:59:59+01:00;8;397139;Vorarlberg;14019;Mär.53
2021-02-12T23:59:59+01:00;9;1911191;Wien;83686;Apr.38
2021-02-12T23:59:59+01:00;10;8901064;Österreich;365414;04.Nov
2021-02-13T23:59:59+01:00;1;294436;Burgenland;6215;02.Nov
2021-02-13T23:59:59+01:00;2;561293;Kärnten;27940;Apr.98
2021-02-13T23:59:59+01:00;3;1684287;Niederösterreich;69216;04.Nov
2021-02-13T23:59:59+01:00;4;1490279;Oberösterreich;47341;Mär.18
2021-02-13T23:59:59+01:00;5;558410;Salzburg;24119;Apr.32
2021-02-13T23:59:59+01:00;6;1246395;Steiermark;67626;Mai.43
2021-02-13T23:59:59+01:00;7;757634;Tirol;27752;Mär.66
2021-02-13T23:59:59+01:00;8;397139;Vorarlberg;14255;Mär.59
2021-02-13T23:59:59+01:00;9;1911191;Wien;84302;Apr.41
2021-02-13T23:59:59+01:00;10;8901064;Österreich;368766;Apr.14
2021-02-14T23:59:59+01:00;1;294436;Burgenland;6215;02.Nov
2021-02-14T23:59:59+01:00;2;561293;Kärnten;29725;Mai.30
2021-02-14T23:59:59+01:00;3;1684287;Niederösterreich;69648;Apr.14
2021-02-14T23:59:59+01:00;4;1490279;Oberösterreich;49863;Mär.35
2021-02-14T23:59:59+01:00;5;558410;Salzburg;24119;Apr.32
2021-02-14T23:59:59+01:00;6;1246395;Steiermark;67926;Mai.45
2021-02-14T23:59:59+01:00;7;757634;Tirol;27752;Mär.66
2021-02-14T23:59:59+01:00;8;397139;Vorarlberg;14368;Mär.62
2021-02-14T23:59:59+01:00;9;1911191;Wien;84418;Apr.42
2021-02-14T23:59:59+01:00;10;8901064;Österreich;374034;Apr.20
2021-02-15T23:59:59+01:00;1;294436;Burgenland;13574;Apr.61
2021-02-15T23:59:59+01:00;2;561293;Kärnten;30855;Mai.50
2021-02-15T23:59:59+01:00;3;1684287;Niederösterreich;82676;Apr.91
2021-02-15T23:59:59+01:00;4;1490279;Oberösterreich;76819;Mai.15
2021-02-15T23:59:59+01:00;5;558410;Salzburg;21821;Mär.91
2021-02-15T23:59:59+01:00;6;1246395;Steiermark;40324;Mär.24
2021-02-15T23:59:59+01:00;7;757634;Tirol;26411;Mär.49
2021-02-15T23:59:59+01:00;8;397139;Vorarlberg;20014;05.Apr
2021-02-15T23:59:59+01:00;9;1911191;Wien;86536;Apr.53
2021-02-15T23:59:59+01:00;10;8901064;Österreich;402986;Apr.53
2021-02-16T23:59:59+01:00;1;294436;Burgenland;14044;Apr.77
2021-02-16T23:59:59+01:00;2;561293;Kärnten;32057;Mai.71
2021-02-16T23:59:59+01:00;3;1684287;Niederösterreich;85654;05.Sep
2021-02-16T23:59:59+01:00;4;1490279;Oberösterreich;79340;Mai.32
2021-02-16T23:59:59+01:00;5;558410;Salzburg;22919;04.Okt
2021-02-16T23:59:59+01:00;6;1246395;Steiermark;42471;Mär.41
2021-02-16T23:59:59+01:00;7;757634;Tirol;27782;Mär.67
2021-02-16T23:59:59+01:00;8;397139;Vorarlberg;20326;05.Dez
2021-02-16T23:59:59+01:00;9;1911191;Wien;89355;Apr.68
2021-02-16T23:59:59+01:00;10;8901064;Österreich;418055;Apr.70
2021-02-17T23:59:59+01:00;1;294436;Burgenland;14565;Apr.95
2021-02-17T23:59:59+01:00;2;561293;Kärnten;33680;6.00
2021-02-17T23:59:59+01:00;3;1684287;Niederösterreich;91189;Mai.41
2021-02-17T23:59:59+01:00;4;1490279;Oberösterreich;82500;Mai.54
2021-02-17T23:59:59+01:00;5;558410;Salzburg;23552;Apr.22
2021-02-17T23:59:59+01:00;6;1246395;Steiermark;44270;Mär.55
2021-02-17T23:59:59+01:00;7;757634;Tirol;29623;Mär.91
2021-02-17T23:59:59+01:00;8;397139;Vorarlberg;21008;Mai.29
2021-02-17T23:59:59+01:00;9;1911191;Wien;100154;Mai.24
2021-02-17T23:59:59+01:00;10;8901064;Österreich;444836;5.00
2021-02-18T23:59:59+01:00;1;294436;Burgenland;15941;Mai.41
2021-02-18T23:59:59+01:00;2;561293;Kärnten;34563;Jun.16
2021-02-18T23:59:59+01:00;3;1684287;Niederösterreich;95388;Mai.66
2021-02-18T23:59:59+01:00;4;1490279;Oberösterreich;86273;Mai.79
2021-02-18T23:59:59+01:00;5;558410;Salzburg;24648;Apr.41
2021-02-18T23:59:59+01:00;6;1246395;Steiermark;46489;Mär.73
2021-02-18T23:59:59+01:00;7;757634;Tirol;31866;Apr.21
2021-02-18T23:59:59+01:00;8;397139;Vorarlberg;21423;Mai.39
2021-02-18T23:59:59+01:00;9;1911191;Wien;104979;Mai.49
2021-02-18T23:59:59+01:00;10;8901064;Österreich;466029;Mai.24
2021-02-19T23:59:59+01:00;1;294436;Burgenland;16474;Mai.60
2021-02-19T23:59:59+01:00;2;561293;Kärnten;35677;Jun.36
2021-02-19T23:59:59+01:00;3;1684287;Niederösterreich;98780;Mai.86
2021-02-19T23:59:59+01:00;4;1490279;Oberösterreich;90785;06.Sep
2021-02-19T23:59:59+01:00;5;558410;Salzburg;26477;Apr.74
2021-02-19T23:59:59+01:00;6;1246395;Steiermark;48659;Mär.90
2021-02-19T23:59:59+01:00;7;757634;Tirol;33105;Apr.37
2021-02-19T23:59:59+01:00;8;397139;Vorarlberg;23486;Mai.91
2021-02-19T23:59:59+01:00;9;1911191;Wien;108778;Mai.69
2021-02-19T23:59:59+01:00;10;8901064;Österreich;486888;Mai.47
2021-02-20T23:59:59+01:00;1;294436;Burgenland;17565;Mai.97
2021-02-20T23:59:59+01:00;2;561293;Kärnten;38819;Jun.92
2021-02-20T23:59:59+01:00;3;1684287;Niederösterreich;99747;Mai.92
2021-02-20T23:59:59+01:00;4;1490279;Oberösterreich;91950;Jun.17
2021-02-20T23:59:59+01:00;5;558410;Salzburg;27124;Apr.86
2021-02-20T23:59:59+01:00;6;1246395;Steiermark;49392;Mär.96
2021-02-20T23:59:59+01:00;7;757634;Tirol;34588;Apr.57
2021-02-20T23:59:59+01:00;8;397139;Vorarlberg;25124;Jun.33
2021-02-20T23:59:59+01:00;9;1911191;Wien;109429;Mai.73
2021-02-20T23:59:59+01:00;10;8901064;Österreich;498476;Mai.60
2021-02-21T23:59:59+01:00;1;294436;Burgenland;17675;6.00
2021-02-21T23:59:59+01:00;2;561293;Kärnten;41726;Jul.43
2021-02-21T23:59:59+01:00;3;1684287;Niederösterreich;100825;Mai.99
2021-02-21T23:59:59+01:00;4;1490279;Oberösterreich;92403;Jun.20
2021-02-21T23:59:59+01:00;5;558410;Salzburg;27435;Apr.91
2021-02-21T23:59:59+01:00;6;1246395;Steiermark;49940;04.Jän
2021-02-21T23:59:59+01:00;7;757634;Tirol;34800;Apr.59
2021-02-21T23:59:59+01:00;8;397139;Vorarlberg;26908;Jun.78
2021-02-21T23:59:59+01:00;9;1911191;Wien;111562;Mai.84
2021-02-21T23:59:59+01:00;10;8901064;Österreich;508066;Mai.71
2021-02-22T23:59:59+01:00;1;294436;Burgenland;17828;06.Mai
2021-02-22T23:59:59+01:00;2;561293;Kärnten;42023;Jul.49
2021-02-22T23:59:59+01:00;3;1684287;Niederösterreich;103122;06.Dez
2021-02-22T23:59:59+01:00;4;1490279;Oberösterreich;94352;Jun.33
2021-02-22T23:59:59+01:00;5;558410;Salzburg;28585;05.Dez
2021-02-22T23:59:59+01:00;6;1246395;Steiermark;51958;Apr.17
2021-02-22T23:59:59+01:00;7;757634;Tirol;36567;Apr.83
2021-02-22T23:59:59+01:00;8;397139;Vorarlberg;26967;Jun.79
2021-02-22T23:59:59+01:00;9;1911191;Wien;113070;Mai.92
2021-02-22T23:59:59+01:00;10;8901064;Österreich;519338;Mai.83
2021-02-23T23:59:59+01:00;1;294436;Burgenland;18085;Jun.14
2021-02-23T23:59:59+01:00;2;561293;Kärnten;42813;Jul.63
2021-02-23T23:59:59+01:00;3;1684287;Niederösterreich;107155;Jun.36
2021-02-23T23:59:59+01:00;4;1490279;Oberösterreich;97551;Jun.55
2021-02-23T23:59:59+01:00;5;558410;Salzburg;30158;Mai.40
2021-02-23T23:59:59+01:00;6;1246395;Steiermark;54359;Apr.36
2021-02-23T23:59:59+01:00;7;757634;Tirol;39278;Mai.18
2021-02-23T23:59:59+01:00;8;397139;Vorarlberg;26999;Jun.80
2021-02-23T23:59:59+01:00;9;1911191;Wien;114466;Mai.99
2021-02-23T23:59:59+01:00;10;8901064;Österreich;535870;06.Feb
2021-02-24T23:59:59+01:00;1;294436;Burgenland;19242;Jun.54
2021-02-24T23:59:59+01:00;2;561293;Kärnten;44245;Jul.88
2021-02-24T23:59:59+01:00;3;1684287;Niederösterreich;112431;Jun.68
2021-02-24T23:59:59+01:00;4;1490279;Oberösterreich;100358;Jun.73
2021-02-24T23:59:59+01:00;5;558410;Salzburg;31292;Mai.60
2021-02-24T23:59:59+01:00;6;1246395;Steiermark;56743;Apr.55
2021-02-24T23:59:59+01:00;7;757634;Tirol;41591;Mai.49
2021-02-24T23:59:59+01:00;8;397139;Vorarlberg;27151;Jun.84
2021-02-24T23:59:59+01:00;9;1911191;Wien;118314;Jun.19
2021-02-24T23:59:59+01:00;10;8901064;Österreich;556506;Jun.25
2021-02-25T23:59:59+01:00;1;294436;Burgenland;20477;Jun.95
2021-02-25T23:59:59+01:00;2;561293;Kärnten;45750;Aug.15
2021-02-25T23:59:59+01:00;3;1684287;Niederösterreich;117278;Jun.96
2021-02-25T23:59:59+01:00;4;1490279;Oberösterreich;104572;07.Feb
2021-02-25T23:59:59+01:00;5;558410;Salzburg;33586;06.Jän
2021-02-25T23:59:59+01:00;6;1246395;Steiermark;63460;05.Sep
2021-02-25T23:59:59+01:00;7;757634;Tirol;43828;Mai.78
2021-02-25T23:59:59+01:00;8;397139;Vorarlberg;27168;Jun.84
2021-02-25T23:59:59+01:00;9;1911191;Wien;120724;Jun.32
2021-02-25T23:59:59+01:00;10;8901064;Österreich;582135;Jun.54
2021-02-26T23:59:59+01:00;1;294436;Burgenland;21177;Jul.19
2021-02-26T23:59:59+01:00;2;561293;Kärnten;46590;Aug.30
2021-02-26T23:59:59+01:00;3;1684287;Niederösterreich;122588;Jul.28
2021-02-26T23:59:59+01:00;4;1490279;Oberösterreich;112174;Jul.53
2021-02-26T23:59:59+01:00;5;558410;Salzburg;35237;Jun.31
2021-02-26T23:59:59+01:00;6;1246395;Steiermark;74809;6.00
2021-02-26T23:59:59+01:00;7;757634;Tirol;45654;06.Mär
2021-02-26T23:59:59+01:00;8;397139;Vorarlberg;32144;08.Sep
2021-02-26T23:59:59+01:00;9;1911191;Wien;125039;Jun.54
2021-02-26T23:59:59+01:00;10;8901064;Österreich;620919;Jun.98
2021-02-27T23:59:59+01:00;1;294436;Burgenland;22817;Jul.75
2021-02-27T23:59:59+01:00;2;561293;Kärnten;49785;Aug.87
2021-02-27T23:59:59+01:00;3;1684287;Niederösterreich;126029;Jul.48
2021-02-27T23:59:59+01:00;4;1490279;Oberösterreich;115280;Jul.74
2021-02-27T23:59:59+01:00;5;558410;Salzburg;35905;Jun.43
2021-02-27T23:59:59+01:00;6;1246395;Steiermark;79455;Jun.37
2021-02-27T23:59:59+01:00;7;757634;Tirol;49218;Jun.50
2021-02-27T23:59:59+01:00;8;397139;Vorarlberg;34368;Aug.65
2021-02-27T23:59:59+01:00;9;1911191;Wien;127471;Jun.67
2021-02-27T23:59:59+01:00;10;8901064;Österreich;645986;Jul.26
2021-02-28T23:59:59+01:00;1;294436;Burgenland;22861;Jul.76
2021-02-28T23:59:59+01:00;2;561293;Kärnten;50106;Aug.93
2021-02-28T23:59:59+01:00;3;1684287;Niederösterreich;128136;Jul.61
2021-02-28T23:59:59+01:00;4;1490279;Oberösterreich;115977;Jul.78
2021-02-28T23:59:59+01:00;5;558410;Salzburg;36000;Jun.45
2021-02-28T23:59:59+01:00;6;1246395;Steiermark;81147;Jun.51
2021-02-28T23:59:59+01:00;7;757634;Tirol;49979;Jun.60
2021-02-28T23:59:59+01:00;8;397139;Vorarlberg;36728;Sep.25
2021-02-28T23:59:59+01:00;9;1911191;Wien;130017;Jun.80
2021-02-28T23:59:59+01:00;10;8901064;Österreich;656670;Jul.38
2021-03-01T23:59:59+01:00;1;294436;Burgenland;23112;Jul.85
2021-03-01T23:59:59+01:00;2;561293;Kärnten;50857;09.Jun
2021-03-01T23:59:59+01:00;3;1684287;Niederösterreich;130936;Jul.77
2021-03-01T23:59:59+01:00;4;1490279;Oberösterreich;117033;Jul.85
2021-03-01T23:59:59+01:00;5;558410;Salzburg;37190;Jun.66
2021-03-01T23:59:59+01:00;6;1246395;Steiermark;83749;Jun.72
2021-03-01T23:59:59+01:00;7;757634;Tirol;51146;Jun.75
2021-03-01T23:59:59+01:00;8;397139;Vorarlberg;37212;Sep.37
2021-03-01T23:59:59+01:00;9;1911191;Wien;133138;Jun.97
2021-03-01T23:59:59+01:00;10;8901064;Österreich;670208;Jul.53
2021-03-02T23:59:59+01:00;1;294436;Burgenland;23414;Jul.95
2021-03-02T23:59:59+01:00;2;561293;Kärnten;52048;Sep.27
2021-03-02T23:59:59+01:00;3;1684287;Niederösterreich;136517;08.Nov
2021-03-02T23:59:59+01:00;4;1490279;Oberösterreich;119300;08.Jän
2021-03-02T23:59:59+01:00;5;558410;Salzburg;39791;Jul.13
2021-03-02T23:59:59+01:00;6;1246395;Steiermark;92431;Jul.42
2021-03-02T23:59:59+01:00;7;757634;Tirol;52936;Jun.99
2021-03-02T23:59:59+01:00;8;397139;Vorarlberg;37220;Sep.37
2021-03-02T23:59:59+01:00;9;1911191;Wien;135878;07.Nov
2021-03-02T23:59:59+01:00;10;8901064;Österreich;695516;Jul.81
2021-03-03T23:59:59+01:00;1;294436;Burgenland;24432;Aug.30
2021-03-03T23:59:59+01:00;2;561293;Kärnten;52668;Sep.38
2021-03-03T23:59:59+01:00;3;1684287;Niederösterreich;142668;Aug.47
2021-03-03T23:59:59+01:00;4;1490279;Oberösterreich;122101;Aug.19
2021-03-03T23:59:59+01:00;5;558410;Salzburg;42453;Jul.60
2021-03-03T23:59:59+01:00;6;1246395;Steiermark;100138;08.Mär
2021-03-03T23:59:59+01:00;7;757634;Tirol;54871;Jul.24
2021-03-03T23:59:59+01:00;8;397139;Vorarlberg;38010;Sep.57
2021-03-03T23:59:59+01:00;9;1911191;Wien;139474;Jul.30
2021-03-03T23:59:59+01:00;10;8901064;Österreich;722964;08.Dez
2021-03-04T23:59:59+01:00;1;294436;Burgenland;25601;Aug.69
2021-03-04T23:59:59+01:00;2;561293;Kärnten;53418;Sep.52
2021-03-04T23:59:59+01:00;3;1684287;Niederösterreich;146905;Aug.72
2021-03-04T23:59:59+01:00;4;1490279;Oberösterreich;123727;Aug.30
2021-03-04T23:59:59+01:00;5;558410;Salzburg;44812;08.Feb
2021-03-04T23:59:59+01:00;6;1246395;Steiermark;105693;Aug.48
2021-03-04T23:59:59+01:00;7;757634;Tirol;55678;Jul.35
2021-03-04T23:59:59+01:00;8;397139;Vorarlberg;38088;Sep.59
2021-03-04T23:59:59+01:00;9;1911191;Wien;142254;Jul.44
2021-03-04T23:59:59+01:00;10;8901064;Österreich;742374;Aug.34
2021-03-05T23:59:59+01:00;1;294436;Burgenland;26301;Aug.93
2021-03-05T23:59:59+01:00;2;561293;Kärnten;53854;Sep.59
2021-03-05T23:59:59+01:00;3;1684287;Niederösterreich;154486;Sep.17
2021-03-05T23:59:59+01:00;4;1490279;Oberösterreich;130080;Aug.73
2021-03-05T23:59:59+01:00;5;558410;Salzburg;46987;Aug.41
2021-03-05T23:59:59+01:00;6;1246395;Steiermark;111287;Aug.93
2021-03-05T23:59:59+01:00;7;757634;Tirol;57798;Jul.63
2021-03-05T23:59:59+01:00;8;397139;Vorarlberg;41743;Okt.51
2021-03-05T23:59:59+01:00;9;1911191;Wien;147248;Jul.70
2021-03-05T23:59:59+01:00;10;8901064;Österreich;776225;Aug.72
2021-03-06T23:59:59+01:00;1;294436;Burgenland;28550;Sep.70
2021-03-06T23:59:59+01:00;2;561293;Kärnten;57828;Okt.30
2021-03-06T23:59:59+01:00;3;1684287;Niederösterreich;157212;Sep.33
2021-03-06T23:59:59+01:00;4;1490279;Oberösterreich;133376;Aug.95
2021-03-06T23:59:59+01:00;5;558410;Salzburg;47298;Aug.47
2021-03-06T23:59:59+01:00;6;1246395;Steiermark;114934;Sep.22
2021-03-06T23:59:59+01:00;7;757634;Tirol;58848;Jul.77
2021-03-06T23:59:59+01:00;8;397139;Vorarlberg;45546;Nov.47
2021-03-06T23:59:59+01:00;9;1911191;Wien;152841;8.00
2021-03-06T23:59:59+01:00;10;8901064;Österreich;802973;09.Feb
2021-03-07T23:59:59+01:00;1;294436;Burgenland;28597;Sep.71
2021-03-07T23:59:59+01:00;2;561293;Kärnten;59579;Okt.61
2021-03-07T23:59:59+01:00;3;1684287;Niederösterreich;158527;Sep.41
2021-03-07T23:59:59+01:00;4;1490279;Oberösterreich;133731;Aug.97
2021-03-07T23:59:59+01:00;5;558410;Salzburg;47365;Aug.48
2021-03-07T23:59:59+01:00;6;1246395;Steiermark;115687;Sep.28
2021-03-07T23:59:59+01:00;7;757634;Tirol;59321;Jul.83
2021-03-07T23:59:59+01:00;8;397139;Vorarlberg;49288;Dez.41
2021-03-07T23:59:59+01:00;9;1911191;Wien;156728;Aug.20
2021-03-07T23:59:59+01:00;10;8901064;Österreich;815467;Sep.16
2021-03-08T23:59:59+01:00;1;294436;Burgenland;28759;Sep.77
2021-03-08T23:59:59+01:00;2;561293;Kärnten;60309;Okt.74
2021-03-08T23:59:59+01:00;3;1684287;Niederösterreich;161261;Sep.57
2021-03-08T23:59:59+01:00;4;1490279;Oberösterreich;135808;09.Nov
2021-03-08T23:59:59+01:00;5;558410;Salzburg;47913;Aug.58
2021-03-08T23:59:59+01:00;6;1246395;Steiermark;117337;Sep.41
2021-03-08T23:59:59+01:00;7;757634;Tirol;60064;Jul.93
2021-03-08T23:59:59+01:00;8;397139;Vorarlberg;49298;Dez.41
2021-03-08T23:59:59+01:00;9;1911191;Wien;163152;Aug.54
2021-03-08T23:59:59+01:00;10;8901064;Österreich;830655;Sep.33
2021-03-09T23:59:59+01:00;1;294436;Burgenland;29996;Okt.19
2021-03-09T23:59:59+01:00;2;561293;Kärnten;60944;Okt.86
2021-03-09T23:59:59+01:00;3;1684287;Niederösterreich;167414;Sep.94
2021-03-09T23:59:59+01:00;4;1490279;Oberösterreich;141796;Sep.51
2021-03-09T23:59:59+01:00;5;558410;Salzburg;50666;09.Jul
2021-03-09T23:59:59+01:00;6;1246395;Steiermark;119633;Sep.60
2021-03-09T23:59:59+01:00;7;757634;Tirol;62407;Aug.24
2021-03-09T23:59:59+01:00;8;397139;Vorarlberg;49488;Dez.46
2021-03-09T23:59:59+01:00;9;1911191;Wien;170768;Aug.94
2021-03-09T23:59:59+01:00;10;8901064;Österreich;860142;Sep.66
2021-03-10T23:59:59+01:00;1;294436;Burgenland;30712;Okt.43
2021-03-10T23:59:59+01:00;2;561293;Kärnten;62300;11.Okt
